9.76,1.,0.9070631970260223
9.76,1.02,0.9053803339517625
9.53,1.,0.9050332383665717
9.53,1.02,0.9033175355450237
9.31,1.,0.9030067895247332
9.76,1.05,0.9028677150786308
9.31,1.02,0.9012584704743466
9.76,1.07,0.9012003693444136
9.09,1.,0.9008919722497521
9.53,1.05,0.9007561436672967
9.09,1.02,0.8991097922848665
9.53,1.07,0.8990566037735849
9.76,1.1,0.8987108655616943
8.87,1.,0.8986828774062817
9.31,1.05,0.8986486486486486
9.31,1.07,0.896917148362235
8.87,1.02,0.8968655207280081
9.53,1.1,0.8965192850423331
8.66,1.,0.8964803312629399
9.09,1.05,0.8964497041420117
9.76,1.13,0.8962350780532597
9.09,1.07,0.8946850393700787
8.66,1.02,0.8946280991735538
9.76,1.15,0.8945921173235564
9.31,1.1,0.8943323727185399
8.45,1.,0.8941798941798942
8.87,1.05,0.8941532258064516
9.53,1.13,0.8939962476547841
8.87,1.07,0.892354124748491
9.53,1.15,0.8923220973782772
8.45,1.02,0.8922914466737064
9.76,1.18,0.8921389396709323
9.09,1.1,0.8920510304219823
8.25,1.,0.8918918918918919
8.66,1.05,0.8918640576725025
9.31,1.13,0.8917624521072797
9.31,1.15,0.890057361376673
8.66,1.07,0.8900308324768756
8.25,1.02,0.8899676375404532
9.53,1.18,0.8898225957049486
9.76,1.21,0.8896991795806746
8.87,1.1,0.8896690070210632
8.06,1.,0.8896247240618101
8.45,1.05,0.8894736842105262
9.09,1.13,0.8894324853228963
9.09,1.15,0.8876953125
8.06,1.02,0.8876651982378855
8.45,1.07,0.8876050420168067
9.31,1.18,0.8875119161105816
9.53,1.21,0.8873370577281192
8.66,1.1,0.8872950819672132
9.76,1.24,0.8872727272727273
7.87,1.,0.8872604284103719
8.25,1.05,0.8870967741935483
8.87,1.13,0.887
7.87,1.02,0.8852643419572552
8.87,1.15,0.8852295409181636
8.25,1.07,0.8851931330472104
9.09,1.18,0.8851022395326194
9.31,1.21,0.884980988593156
9.53,1.24,0.8848653667595172
9.76,1.27,0.884859474161378
8.45,1.1,0.8848167539267016
7.68,1.,0.8847926267281105
8.06,1.05,0.8847420417124039
8.66,1.13,0.8845760980592442
8.06,1.07,0.882803943044907
8.66,1.15,0.8827726809378185
7.68,1.02,0.8827586206896553
8.87,1.18,0.8825870646766169
9.09,1.21,0.8825242718446602
9.31,1.24,0.8824644549763033
9.76,1.3,0.8824593128390597
9.53,1.27,0.8824074074074074
8.25,1.1,0.8823529411764706
7.5,1.,0.8823529411764706
7.87,1.05,0.8822869955156951
8.45,1.13,0.8820459290187892
7.87,1.07,0.8803131991051455
7.5,1.02,0.8802816901408451
8.45,1.15,0.8802083333333333
8.66,1.18,0.8800813008130082
9.76,1.33,0.8800721370604148
9.53,1.3,0.8799630655586334
9.31,1.27,0.8799621928166352
9.09,1.24,0.8799612778315585
8.87,1.21,0.8799603174603176
8.06,1.1,0.8799126637554586
7.32,1.,0.8798076923076923
7.68,1.05,0.8797250859106529
