9.53,1.,0.9050332383665717
9.09,1.,0.9008919722497521
9.53,1.05,0.9007561436672967
9.53,1.1,0.8965192850423331
8.66,1.,0.8964803312629399
9.09,1.05,0.8964497041420117
9.53,1.15,0.8923220973782772
9.09,1.1,0.8920510304219823
8.25,1.,0.8918918918918919
8.66,1.05,0.8918640576725025
9.09,1.15,0.8876953125
9.53,1.21,0.8873370577281192
8.66,1.1,0.8872950819672132
7.87,1.,0.8872604284103719
8.25,1.05,0.8870967741935483
8.66,1.15,0.8827726809378185
9.09,1.21,0.8825242718446602
9.53,1.27,0.8824074074074074
8.25,1.1,0.8823529411764706
7.5,1.,0.8823529411764706
7.87,1.05,0.8822869955156951
8.25,1.15,0.8776595744680851
9.53,1.33,0.8775322283609576
9.09,1.27,0.8774131274131274
8.66,1.21,0.8774062816616008
7.87,1.1,0.8773690078037903
7.15,1.,0.8773006134969326
7.5,1.05,0.8771929824561403
7.87,1.15,0.8725055432372506
9.09,1.33,0.8723608445297505
8.66,1.27,0.8721047331319235
8.25,1.21,0.8720930232558138
7.5,1.1,0.872093023255814
6.81,1.,0.8719590268886043
7.15,1.05,0.871951219512195
9.53,1.4,0.8719121683440073
7.5,1.15,0.8670520231213873
8.66,1.33,0.8668668668668668
7.87,1.21,0.8667400881057269
7.15,1.1,0.8666666666666667
8.25,1.27,0.8665966386554622
9.09,1.4,0.8665395614871306
6.49,1.,0.8664886515353805
6.81,1.05,0.866412213740458
9.53,1.47,0.8663636363636363
6.34,1.,0.8637602179836513
7.15,1.15,0.8614457831325301
8.25,1.33,0.8611691022964509
7.5,1.21,0.8610792192881744
7.87,1.27,0.8610503282275711
6.81,1.1,0.8609355246523387
6.19,1.,0.8609179415855355
9.53,1.54,0.8608852755194218
8.66,1.4,0.8608349900596421
9.09,1.47,0.8607954545454545
6.49,1.05,0.8607427055702919
6.34,1.05,0.857916102841678
6.81,1.15,0.8555276381909548
7.87,1.33,0.8554347826086958
7.15,1.21,0.855263157894737
7.5,1.27,0.8551881413911061
9.09,1.54,0.8551269990592664
6.49,1.1,0.855072463768116
5.9,1.,0.8550724637681161
6.19,1.05,0.8549723756906078
8.25,1.4,0.854922279792746
8.66,1.47,0.8548864758144126
9.53,1.62,0.8547085201793723
6.34,1.1,0.8521505376344087
6.49,1.15,0.849476439790576
7.5,1.33,0.8493771234428086
9.53,1.69,0.8493761140819965
7.15,1.27,0.8491686460807601
6.81,1.21,0.8491271820448878
6.19,1.1,0.849108367626886
8.66,1.54,0.8490196078431373
7.87,1.4,0.8489751887810141
5.62,1.,0.8489425981873111
5.9,1.05,0.8489208633093526
8.25,1.47,0.8487654320987653
9.09,1.62,0.8487394957983192
6.34,1.15,0.8464619492656875
6.19,1.15,0.8433242506811991
9.09,1.69,0.8432282003710576
7.15,1.33,0.8431603773584905
6.49,1.21,0.8428571428571429
5.9,1.1,0.8428571428571429
6.81,1.27,0.8428217821782178
5.36,1.,0.8427672955974843
8.25,1.54,0.8426966292134832
7.5,1.4,0.8426966292134831
9.53,1.78,0.8426171529619805
7.87,1.47,0.8426124197002142
5.62,1.05,0.8425787106446777
8.66,1.62,0.8424124513618676
6.34,1.21,0.8397350993377484
5.9,1.15,0.8368794326241135
8.66,1.69,0.8367149758454107
6.81,1.33,0.8366093366093365
6.19,1.21,0.8364864864864864
